person_name,role,company,company_country,industry,person_website,company_website,linkedin_profile,company_linkedin,wikidata_person,wikidata_company,info_link,cluster_id,cluster_label,cluster_reason,best_contact_email,best_contact_url,best_contact_type,sources
Herbert König,CEO,Münchner Verkehrsgesellschaft mbH (MVG),Germany,public transport,,https://www.mvg.de/,,,http://www.wikidata.org/entity/Q131008028,http://www.wikidata.org/entity/Q456402,https://www.google.com/search?q=Herbert+K%C3%B6nig+M%C3%BCnchner+Verkehrsgesellschaft+mbH+%28MVG%29,C0003,,"Shared group: industries=chemical industry, mining; countries=Germany, France; companies=Rosenthal, Kraul & Wilkening u. Stelling GmbH",presse@mvg.de,https://www.mvg.de/presse.html,press,wikidata
Ernest Muhleisen,Founder,Manufacture d'Orgues Muhleisen (France),France,,,https://www.muhleisen.fr/,,,http://www.wikidata.org/entity/Q13102474,http://www.wikidata.org/entity/Q15437551,https://www.google.com/search?q=Ernest+Muhleisen+Manufacture+d%27Orgues+Muhleisen+%28France%29,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",,https://www.muhleisen.fr/maison-muhleisen/histoire/,investor_relations,wikidata
Bernhard Schmidt,Founder,"Baesler, Schmidt + Partner",Germany,,https://www.bsp-schmidt.de/,,,,http://www.wikidata.org/entity/Q131106790,http://www.wikidata.org/entity/Q131106983,https://www.google.com/search?q=Bernhard+Schmidt+Baesler%2C+Schmidt+%2B+Partner,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Dr. Daniel Linke,CEO,BÄKO Ost eG Bakers' and Confectioners' CooperativeSaxony-Brandenburg,Germany,food trade,,https://www.baeko-ost.de,,,http://www.wikidata.org/entity/Q131143631,http://www.wikidata.org/entity/Q131143488,https://www.google.com/search?q=Dr.+Daniel+Linke+B%C3%84KO+Ost+eG+Bakers%27+and+Confectioners%27+CooperativeSaxony-Brandenburg,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",info@baeko-ost.de,https://www.baeko-ost.de/impressum/,press,wikidata
Theodor Brück,Founder,Möbelfabrik Th. Brück,Germany,furniture manufacturer,,,,,http://www.wikidata.org/entity/Q131155145,http://www.wikidata.org/entity/Q131155114,https://www.google.com/search?q=Theodor+Br%C3%BCck+M%C3%B6belfabrik+Th.+Br%C3%BCck,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Élisabeth Azoulay,Founder,Babylone Editions,France,production de films institutionnels et publicitaires,,,https://www.linkedin.com/in/elisabeth-azoulay-5044b646,,http://www.wikidata.org/entity/Q131191053,http://www.wikidata.org/entity/Q131191287,https://www.google.com/search?q=%C3%89lisabeth+Azoulay+Babylone+Editions,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",,,,wikidata
Jean Ferré,Founder,Sinequa,France,,,http://www.sinequa.com/,,,http://www.wikidata.org/entity/Q131279187,http://www.wikidata.org/entity/Q974107,https://www.google.com/search?q=Jean+Ferr%C3%A9+Sinequa,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",,https://www.sinequa.com/company/press/,press,wikidata
Johan Steenbergen,Founder,Ihagee,Germany,,,,,,http://www.wikidata.org/entity/Q1312937,http://www.wikidata.org/entity/Q209781,https://www.google.com/search?q=Johan+Steenbergen+Ihagee,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Christophe De Vusser,CEO,Bain & Company,Germany,management consulting industry,,https://www.bain.com/,,https://www.linkedin.com/company/bain-and-company,http://www.wikidata.org/entity/Q131295887,http://www.wikidata.org/entity/Q764850,https://www.google.com/search?q=Christophe+De+Vusser+Bain+%26+Company,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,https://www.bain.com/careers/,careers,wikidata
Hubert Gerstlauer,Founder,Gerstlauer,Germany,industrial manufacturing,,http://www.gerstlauer-rides.de/home/,,,http://www.wikidata.org/entity/Q131376214,http://www.wikidata.org/entity/Q162810,https://www.google.com/search?q=Hubert+Gerstlauer+Gerstlauer,C0018,,"Shared group: industries=industrial manufacturing; countries=Germany, France; companies=Gerstlauer, Rational AG",,http://www.gerstlauer-rides.de/en/company/map-directions,investor_relations,wikidata
Friedrich Lürßen,Founder,Lürssen,Germany,shipbuilding,,http://www.luerssen.de/,,,http://www.wikidata.org/entity/Q1313912,http://www.wikidata.org/entity/Q657096,https://www.google.com/search?q=Friedrich+L%C3%BCr%C3%9Fen+L%C3%BCrssen,C0003,,"Shared group: industries=chemical industry, mining; countries=Germany, France; companies=Rosenthal, Kraul & Wilkening u. Stelling GmbH",ypr@luerssen.de,http://www.luerssen.de/,press,wikidata
Raymond Chamonal,Founder,Librairie Chamonal,France,,,http://www.chamonal.com/,,,http://www.wikidata.org/entity/Q131391917,http://www.wikidata.org/entity/Q106120123,https://www.google.com/search?q=Raymond+Chamonal+Librairie+Chamonal,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",librairie@chamonal.com,http://www.chamonal.com/,investor_relations,wikidata
Johann Wilhelm Kraul,Founder,Kraul & Wilkening u. Stelling GmbH,Germany,chemical industry,,https://kwst.com/,,,http://www.wikidata.org/entity/Q131398812,http://www.wikidata.org/entity/Q135418307,https://www.google.com/search?q=Johann+Wilhelm+Kraul+Kraul+%26+Wilkening+u.+Stelling+GmbH,C0003,,"Shared group: industries=chemical industry, mining; countries=Germany, France; companies=Rosenthal, Kraul & Wilkening u. Stelling GmbH",info@kwst.com,https://kwst.com/contact/,contact,wikidata
Martin Katz,CEO,EUWID,Germany,,,https://www.euwid.de/,,https://www.linkedin.com/company/euwid-europ-ischer-wirtschaftsdienst-gmbh,http://www.wikidata.org/entity/Q131412488,http://www.wikidata.org/entity/Q125523974,https://www.google.com/search?q=Martin+Katz+EUWID,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Simeon Pierre Devaranne,Founder,S.P. Devaranne,Germany,,,,,,http://www.wikidata.org/entity/Q131548913,http://www.wikidata.org/entity/Q107094918,https://www.google.com/search?q=Simeon+Pierre+Devaranne+S.P.+Devaranne,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Roger Derny,Founder,Derny,France,,,,,,http://www.wikidata.org/entity/Q131555136,http://www.wikidata.org/entity/Q1200304,https://www.google.com/search?q=Roger+Derny+Derny,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",,,,wikidata
Ewald Schnaare,Founder,Czajerek & Schnaare,Germany,,,,,,http://www.wikidata.org/entity/Q131560504,http://www.wikidata.org/entity/Q131564995,https://www.google.com/search?q=Ewald+Schnaare+Czajerek+%26+Schnaare,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Viktor Czajerek,Founder,Czajerek & Schnaare,Germany,,,,,,http://www.wikidata.org/entity/Q131564994,http://www.wikidata.org/entity/Q131564995,https://www.google.com/search?q=Viktor+Czajerek+Czajerek+%26+Schnaare,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Henri Nambrard,Founder,Nambrard & Fougère,France,,,,,,http://www.wikidata.org/entity/Q131606259,http://www.wikidata.org/entity/Q131606371,https://www.google.com/search?q=Henri+Nambrard+Nambrard+%26+Foug%C3%A8re,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",,,,wikidata
Édouard Fougère,Founder,Nambrard & Fougère,France,,,,,,http://www.wikidata.org/entity/Q131606261,http://www.wikidata.org/entity/Q131606371,https://www.google.com/search?q=%C3%89douard+Foug%C3%A8re+Nambrard+%26+Foug%C3%A8re,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",,,,wikidata
Helen Giza,CEO,Fresenius Medical Care,Germany,health care,,https://fmcna.com/,,,http://www.wikidata.org/entity/Q131629835,http://www.wikidata.org/entity/Q650259,https://www.google.com/search?q=Helen+Giza+Fresenius+Medical+Care,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Friederike Boll,Founder,BOLLwerk gegen Diskriminierung,Germany,,,,,,http://www.wikidata.org/entity/Q131632752,http://www.wikidata.org/entity/Q131632804,https://www.google.com/search?q=Friederike+Boll+BOLLwerk+gegen+Diskriminierung,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Alice Bégon,Founder,Les Films d’Argile,France,film production for the cinema,,http://www.lesfilmsdargile.fr/,,,http://www.wikidata.org/entity/Q131635663,http://www.wikidata.org/entity/Q131634949,https://www.google.com/search?q=Alice+B%C3%A9gon+Les+Films+d%E2%80%99Argile,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",contact@lesfilmsdargile.fr,http://www.lesfilmsdargile.fr/contact/,contact,wikidata
Tim Meyer,Founder,BrandUp Factory GmbH,Germany,artificial intelligence,https://www.timmeyer.info/,https://www.brandupfactory.com,https://www.linkedin.com/in/timmeyer-hamburg,https://www.linkedin.com/company/brandup-factory,http://www.wikidata.org/entity/Q131675218,http://www.wikidata.org/entity/Q131675131,https://www.google.com/search?q=Tim+Meyer+BrandUp+Factory+GmbH,C0043,,Shared group: industries=artificial intelligence; countries=Germany; companies=BrandUp Factory GmbH,info@brandupfactory.com,https://www.brandupfactory.com/de/contact,contact,wikidata
Ulf Meyer,CEO,BrandUp Factory GmbH,Germany,artificial intelligence,,https://www.brandupfactory.com,https://www.linkedin.com/in/ulf-meyer-959b5a291,https://www.linkedin.com/company/brandup-factory,http://www.wikidata.org/entity/Q131675552,http://www.wikidata.org/entity/Q131675131,https://www.google.com/search?q=Ulf+Meyer+BrandUp+Factory+GmbH,C0043,,Shared group: industries=artificial intelligence; countries=Germany; companies=BrandUp Factory GmbH,info@brandupfactory.com,https://www.brandupfactory.com/de/contact,contact,wikidata
Honus Wagner,Founder,Johannes Wagner Type Foundry,Germany,type foundry,,,,,http://www.wikidata.org/entity/Q1316903,http://www.wikidata.org/entity/Q6217053,https://www.google.com/search?q=Honus+Wagner+Johannes+Wagner+Type+Foundry,C0003,,"Shared group: industries=chemical industry, mining; countries=Germany, France; companies=Rosenthal, Kraul & Wilkening u. Stelling GmbH",,,,wikidata
Fred Jung,Founder,juwi,Germany,energy industry,,https://www.juwi.com,,https://www.linkedin.com/company/juwi-group,http://www.wikidata.org/entity/Q131743955,http://www.wikidata.org/entity/Q1697142,https://www.google.com/search?q=Fred+Jung+juwi,C0003,,"Shared group: industries=chemical industry, mining; countries=Germany, France; companies=Rosenthal, Kraul & Wilkening u. Stelling GmbH",,https://www.juwi.com/news/fairs-and-events,investor_relations,wikidata
Alexandre Mattiussi,Founder,AMI,France,clothing industry,,https://www.amiparis.com/,,https://www.linkedin.com/company/ami-paris,http://www.wikidata.org/entity/Q131747155,http://www.wikidata.org/entity/Q107394262,https://www.google.com/search?q=Alexandre+Mattiussi+AMI,C0026,,"Shared group: industries=clothing industry; countries=France, Germany; companies=Le-go Bekleidungswerke GmbH & Co KG, AMI",,,,wikidata
Hermann Eule,Founder,Hermann Eule Orgelbau Bautzen,Germany,,,http://www.euleorgelbau.de,,,http://www.wikidata.org/entity/Q131760122,http://www.wikidata.org/entity/Q1611020,https://www.google.com/search?q=Hermann+Eule+Hermann+Eule+Orgelbau+Bautzen,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",%20dirk.eule@euleorgelbau.de,https://www.euleorgelbau.de/de/kontakt/,investor_relations,wikidata
Mitrofan Belyayev,Founder,Musikverlag M. P. Belaieff,Germany,music industry,,http://www.belaieff-music.com,,,http://www.wikidata.org/entity/Q1317716,http://www.wikidata.org/entity/Q1955275,https://www.google.com/search?q=Mitrofan+Belyayev+Musikverlag+M.+P.+Belaieff,C0003,,"Shared group: industries=chemical industry, mining; countries=Germany, France; companies=Rosenthal, Kraul & Wilkening u. Stelling GmbH",,,,wikidata
Leo Spik,Founder,Leo Spik Kunstversteigerungen,Germany,trade,,https://www.leo-spik.de/index.html,,,http://www.wikidata.org/entity/Q131849214,http://www.wikidata.org/entity/Q3229601,https://www.google.com/search?q=Leo+Spik+Leo+Spik+Kunstversteigerungen,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",info@leo-spik.de,https://www.leo-spik.de/impressum.html,press,wikidata
David Balland,Founder,Ledger,France,fintech,,https://www.ledger.com/,,,http://www.wikidata.org/entity/Q131903354,http://www.wikidata.org/entity/Q65770312,https://www.google.com/search?q=David+Balland+Ledger,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",,https://www.ledger.com/supported-crypto-assets,support,wikidata
Andreas Bornefeld,Founder,Netstudien,Germany,,,https://reichsten.de/,,,http://www.wikidata.org/entity/Q131905174,http://www.wikidata.org/entity/Q131905253,https://www.google.com/search?q=Andreas+Bornefeld+Netstudien,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,https://reichsten.de/welches-ist-wirklich-das-aelteste-familienunternehmen-in-deutschland,investor_relations,wikidata
Alfred Lent,Founder,Astrolabe Company,Germany,,,,,,http://www.wikidata.org/entity/Q1320540,http://www.wikidata.org/entity/Q751556,https://www.google.com/search?q=Alfred+Lent+Astrolabe+Company,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Thomas Olemotz,CEO,Bechtle,Germany,information technology,,https://www.bechtle.com/,,,http://www.wikidata.org/entity/Q132156208,http://www.wikidata.org/entity/Q724419,https://www.google.com/search?q=Thomas+Olemotz+Bechtle,C0017,,"Shared group: industries=information technology; countries=Germany; companies=Allgeier SE, ZAUBAR",u003ekontakt@bechtle.com,https://www.bechtle.com/shop/software/virtualisierung/desktopvirtualisierung--20003002--c,investor_relations,wikidata
